age,season,transfer_no,apearance,goal,assist,yellow,yellow2,red,foot,height,position,mv
18,15,3,11,1,0,0,0,0,right,190,Defender - Centre-Back,45000
17,14,2,0,0,0,0,0,0,right,190,Defender - Centre-Back,45000
19,19,4,20,1,0,0,0,0,left,175,Midfielder - Defensive Midfield,45000
18,18,3,33,0,7,2,0,0,left,175,Midfielder - Defensive Midfield,45000
16,16,2,24,2,4,0,0,0,left,175,Midfielder - Defensive Midfield,45000
15,15,1,3,1,0,0,0,0,left,175,Midfielder - Defensive Midfield,45000
19,20,8,10,0,0,2,0,0,right,177,Midfielder - Attacking Midfield,90000
18,19,7,16,3,0,0,0,0,right,177,Midfielder - Attacking Midfield,90000
17,18,6,27,8,2,1,0,0,right,177,Midfielder - Attacking Midfield,90000
16,17,5,19,6,2,1,0,0,right,177,Midfielder - Attacking Midfield,90000
15,16,4,7,1,1,0,0,0,right,177,Midfielder - Attacking Midfield,90000
23,19,9,25,3,2,5,1,0,right,184,Midfielder - Central Midfield,2475000
22,18,8,19,4,4,3,0,1,right,184,Midfielder - Central Midfield,2700000
21,17,7,14,0,0,2,0,0,right,184,Midfielder - Central Midfield,13500000
18,14,6,35,3,1,6,0,1,right,184,Midfielder - Central Midfield,270000
17,13,5,23,0,2,6,0,0,right,184,Midfielder - Central Midfield,270000
17,12,4,10,0,0,0,0,0,right,184,Midfielder - Central Midfield,270000
16,12,3,10,0,0,0,0,0,right,184,Midfielder - Central Midfield,270000
15,11,2,9,0,0,0,0,0,right,184,Midfielder - Central Midfield,270000
30,18,7,22,2,5,1,0,0,right,173,Forward - Right Winger,1350000
28,16,6,43,7,3,1,0,0,right,173,Forward - Right Winger,1800000
26,14,5,29,5,1,2,0,0,right,173,Forward - Right Winger,2700000
23,11,4,42,3,8,2,0,0,right,173,Forward - Right Winger,3600000
19,7,3,35,6,8,3,0,0,right,173,Forward - Right Winger,180000
17,5,2,2,0,0,0,0,0,right,173,Forward - Right Winger,45000
19,19,3,9,3,0,0,0,0,right,175,Forward - Centre-Forward,180000
17,17,2,12,2,0,0,0,0,right,175,Forward - Centre-Forward,180000
25,20,4,3,0,1,1,0,0,right,174,Midfielder - Central Midfield,450000
21,16,3,26,1,3,3,0,0,right,174,Midfielder - Central Midfield,90000
17,12,1,16,0,1,1,0,0,right,174,Midfielder - Central Midfield,90000
18,18,4,32,11,2,3,0,0,right,174,Forward - Centre-Forward,180000
16,16,3,18,6,1,0,0,0,right,174,Forward - Centre-Forward,180000
15,15,2,3,1,0,0,0,0,right,174,Forward - Centre-Forward,180000
31,20,9,3,3,0,0,0,0,right,188,Forward - Centre-Forward,1440000
28,17,8,41,17,3,3,0,0,right,188,Forward - Centre-Forward,810000
27,16,7,21,5,3,1,0,0,right,188,Forward - Centre-Forward,1800000
25,14,6,17,3,1,0,0,0,right,188,Forward - Centre-Forward,4500000
22,11,5,46,23,5,1,0,0,right,188,Forward - Centre-Forward,4950000
20,8,4,24,8,2,2,0,0,right,188,Forward - Centre-Forward,270000
19,8,3,24,8,2,2,0,0,right,188,Forward - Centre-Forward,270000
18,7,2,22,5,2,0,0,0,right,188,Forward - Centre-Forward,270000
17,6,1,28,11,5,2,0,0,right,188,Forward - Centre-Forward,270000
27,19,4,12,1,0,1,0,0,left,187,Defender - Centre-Back,750000
25,17,3,28,1,1,8,0,0,left,187,Defender - Centre-Back,540000
21,13,2,26,0,0,9,1,0,left,187,Defender - Centre-Back,90000
18,10,1,8,0,0,2,0,0,left,187,Defender - Centre-Back,90000
19,20,4,5,1,1,2,0,0,right,195,Midfielder - Central Midfield,90000
17,18,3,25,2,0,4,0,0,right,195,Midfielder - Central Midfield,90000
16,17,2,12,1,2,0,0,0,right,195,Midfielder - Central Midfield,90000
15,16,1,1,0,0,0,0,0,right,195,Midfielder - Central Midfield,90000
19,18,4,14,0,0,2,0,1,right,195,Defender - Centre-Back,90000
17,16,3,14,0,0,0,0,0,right,195,Defender - Centre-Back,90000
16,15,2,3,0,0,0,0,0,right,195,Defender - Centre-Back,90000
17,19,3,18,8,1,0,0,0,right,184,Forward - Left Winger,90000
16,18,2,19,0,0,0,0,0,right,184,Forward - Left Winger,90000
15,17,1,1,0,0,0,0,0,right,184,Forward - Left Winger,90000
18,19,4,9,2,0,0,0,0,right,184,Midfielder - Attacking Midfield,90000
33,18,8,27,1,0,8,0,0,both,182,Defender - Centre-Back,360000
31,16,7,34,3,1,2,1,0,both,182,Defender - Centre-Back,540000
29,14,6,30,3,1,4,0,0,both,182,Defender - Centre-Back,540000
27,12,5,24,0,0,3,0,0,both,182,Defender - Centre-Back,675000
21,6,4,14,0,0,3,0,0,both,182,Defender - Centre-Back,675000
18,19,1,1,0,0,0,0,0,right,178,Midfielder - Central Midfield,675000
24,13,4,31,1,0,4,0,0,right,191,Midfielder - Defensive Midfield,113000
22,11,3,24,2,0,8,0,1,right,191,Midfielder - Defensive Midfield,90000
18,18,5,18,2,0,2,0,0,right,185,Midfielder - Central Midfield,68000
17,17,4,14,3,0,1,0,0,right,185,Midfielder - Central Midfield,68000
17,19,1,14,0,0,1,0,0,right,185,Defender - Centre-Back,68000
22,20,7,8,5,1,3,0,0,right,193,Forward - Centre-Forward,315000
21,19,6,29,6,1,0,0,0,right,193,Forward - Centre-Forward,450000
20,18,5,29,15,5,0,0,0,right,193,Forward - Centre-Forward,270000
19,17,4,15,1,0,1,0,0,right,193,Forward - Centre-Forward,180000
18,16,3,26,12,12,2,0,0,right,193,Forward - Centre-Forward,180000
18,15,2,8,3,1,0,0,0,right,193,Forward - Centre-Forward,180000
17,15,1,8,3,1,0,0,0,right,193,Forward - Centre-Forward,180000
26,20,6,5,1,3,0,0,0,both,182,Midfielder - Central Midfield,180000
25,19,5,3,2,1,0,0,0,both,182,Midfielder - Central Midfield,180000
22,16,4,26,2,0,0,0,0,both,182,Midfielder - Central Midfield,180000
21,15,3,17,2,2,0,1,0,both,182,Midfielder - Central Midfield,180000
19,13,2,21,0,0,0,0,0,both,182,Midfielder - Central Midfield,180000
18,12,1,0,0,0,0,0,0,both,182,Midfielder - Central Midfield,180000
24,20,9,4,0,0,0,0,0,right,181,Forward - Centre-Forward,428000
23,19,8,29,3,1,4,0,0,right,181,Forward - Centre-Forward,1350000
22,18,7,35,6,4,2,0,0,right,181,Forward - Centre-Forward,1350000
21,17,6,5,0,0,0,0,0,right,181,Forward - Centre-Forward,1350000
20,16,5,12,1,0,0,0,0,right,181,Forward - Centre-Forward,90000
19,15,4,17,6,2,0,0,0,right,181,Forward - Centre-Forward,90000
18,14,3,24,11,4,0,0,0,right,181,Forward - Centre-Forward,90000
16,12,2,2,0,0,0,0,0,right,181,Forward - Centre-Forward,90000
17,18,1,17,0,0,0,0,0,right,181,Midfielder,90000
17,19,2,7,2,0,0,0,0,right,181,Defender - Centre-Back,90000
15,17,1,0,0,0,0,0,0,right,181,Defender - Centre-Back,90000
17,18,2,6,1,0,0,0,0,right,179,Defender - Right-Back,90000
17,19,4,21,3,0,0,0,0,left,187,Defender - Centre-Back,90000
16,18,3,9,0,1,0,0,0,left,187,Defender - Centre-Back,90000
20,20,5,7,1,0,0,0,0,left,170,Forward - Left Winger,518000
19,19,4,26,10,1,1,0,0,left,170,Forward - Left Winger,720000
17,17,3,23,10,9,4,0,0,left,170,Forward - Left Winger,720000
16,16,2,25,7,0,4,0,0,left,170,Forward - Left Winger,720000
15,15,1,2,0,0,0,0,0,left,170,Forward - Left Winger,720000
30,20,5,10,2,1,1,0,0,right,185,Midfielder - Attacking Midfield,473000
25,15,4,37,13,9,2,1,0,right,185,Midfielder - Attacking Midfield,225000
23,13,3,32,6,2,1,0,0,right,185,Midfielder - Attacking Midfield,135000
21,11,2,31,7,6,4,0,0,right,185,Midfielder - Attacking Midfield,135000
17,19,2,6,0,0,0,0,0,right,185,Midfielder - Central Midfield,135000
16,18,1,16,3,1,1,0,0,right,185,Midfielder - Central Midfield,135000
17,18,1,13,0,0,1,0,0,right,185,Defender - Centre-Back,135000
17,19,2,7,0,0,0,0,0,both,179,Forward,135000
17,18,1,10,0,0,1,0,0,both,173,Defender - Left-Back,135000
18,20,2,0,0,0,0,0,0,both,173,Midfielder,135000
17,19,1,12,0,0,0,0,0,both,173,Midfielder,135000
31,19,5,13,0,0,4,0,0,right,178,Midfielder - Defensive Midfield,2700000
21,9,4,22,0,3,7,1,0,right,178,Midfielder - Defensive Midfield,3330000
20,8,3,35,2,1,0,0,0,right,178,Midfielder - Defensive Midfield,1800000
18,6,2,39,2,1,11,0,0,right,178,Midfielder - Defensive Midfield,1800000
16,19,2,1,0,0,0,0,0,right,178,Midfielder - Defensive Midfield,1800000
19,19,3,5,0,0,0,0,0,right,196,Defender - Centre-Back,1800000
17,17,2,10,0,0,0,0,0,right,196,Defender - Centre-Back,1800000
17,20,2,1,0,0,0,0,0,right,196,Midfielder,1800000
17,19,3,17,1,0,0,0,0,right,196,Midfielder - Attacking Midfield,1800000
16,18,2,1,0,0,0,0,0,right,196,Midfielder - Attacking Midfield,1800000
17,18,3,8,0,0,0,0,0,right,183,Defender - Right-Back,1800000
28,20,8,4,0,0,0,0,0,both,190,Defender - Centre-Back,585000
24,16,7,37,2,1,4,0,0,both,190,Defender - Centre-Back,248000
22,14,6,40,1,0,1,1,0,both,190,Defender - Centre-Back,450000
21,13,5,31,1,0,2,0,0,both,190,Defender - Centre-Back,540000
20,12,4,36,1,2,3,0,0,both,190,Defender - Centre-Back,247500
18,10,3,1,0,0,1,0,0,both,190,Defender - Centre-Back,135000
17,9,2,2,0,0,0,0,0,both,190,Defender - Centre-Back,135000
27,20,7,7,2,1,0,0,0,right,190,Forward - Centre-Forward,810000
25,18,6,29,8,2,2,0,0,right,190,Forward - Centre-Forward,900000
23,16,5,32,13,1,1,0,0,right,190,Forward - Centre-Forward,495000
22,15,4,11,4,0,1,0,0,right,190,Forward - Centre-Forward,540000
21,14,3,37,13,0,3,0,0,right,190,Forward - Centre-Forward,540000
19,19,3,4,1,0,0,0,0,right,180,Midfielder - Attacking Midfield,68000
17,17,2,18,5,1,0,0,0,right,180,Midfielder - Attacking Midfield,68000
28,20,10,1,0,0,0,0,0,right,179,Midfielder - Central Midfield,495000
26,18,9,28,3,5,1,0,1,right,179,Midfielder - Central Midfield,495000
23,15,8,44,7,3,3,0,0,right,179,Midfielder - Central Midfield,450000
22,14,7,23,0,2,1,0,0,right,179,Midfielder - Central Midfield,450000
20,12,6,24,6,2,1,0,0,right,179,Midfielder - Central Midfield,45000
19,11,5,6,0,0,0,0,0,right,179,Midfielder - Central Midfield,45000
24,20,8,9,1,2,2,0,0,left,174,Midfielder - Central Midfield,428000
23,19,7,22,2,5,3,0,0,left,174,Midfielder - Central Midfield,720000
20,16,6,24,5,5,5,0,0,left,174,Midfielder - Central Midfield,270000
19,15,5,13,3,0,4,1,0,left,174,Midfielder - Central Midfield,90000
18,14,4,38,16,6,9,1,0,left,174,Midfielder - Central Midfield,45000
17,13,3,24,5,5,5,0,0,left,174,Midfielder - Central Midfield,45000
16,12,2,25,6,1,7,0,0,left,174,Midfielder - Central Midfield,45000
30,20,5,7,0,0,1,0,0,left,179,Defender - Left-Back,270000
26,16,4,36,1,0,8,0,1,left,179,Defender - Left-Back,180000
21,11,3,9,0,0,1,0,0,left,179,Defender - Left-Back,45000
20,10,2,0,0,0,0,0,0,left,179,Defender - Left-Back,45000
25,20,4,8,0,0,2,0,0,right,179,Defender - Centre-Back,585000
22,17,3,32,5,1,3,0,1,right,179,Defender - Centre-Back,900000
20,15,2,31,1,0,5,0,0,right,179,Defender - Centre-Back,23000
18,13,1,2,0,0,0,0,0,right,179,Defender - Centre-Back,900000
18,18,4,7,0,0,0,0,0,right,179,Midfielder - Central Midfield,900000
17,17,3,18,0,1,0,0,0,right,179,Midfielder - Central Midfield,900000
20,20,7,2,0,0,0,0,0,both,177,Forward - Left Winger,900000
19,19,6,15,6,2,1,0,0,both,177,Forward - Left Winger,900000
17,17,5,25,12,8,0,0,0,both,177,Forward - Left Winger,900000
16,16,4,3,0,0,0,0,0,both,177,Forward - Left Winger,900000
17,20,1,1,0,0,0,0,0,left,177,Defender - Centre-Back,900000
18,18,3,22,3,0,0,0,0,right,193,Defender - Centre-Back,68000
17,17,2,18,2,0,2,0,0,right,193,Defender - Centre-Back,68000
16,16,1,18,1,0,0,0,0,right,193,Defender - Centre-Back,68000
25,19,7,15,0,0,0,0,0,right,189,Defender - Centre-Back,405000
23,17,6,32,0,1,3,0,0,right,189,Defender - Centre-Back,158000
22,16,5,32,0,0,3,0,0,right,189,Defender - Centre-Back,90000
20,14,4,21,0,0,2,0,0,right,189,Defender - Centre-Back,45000
19,13,3,19,0,1,0,0,0,right,189,Defender - Centre-Back,23000
17,11,2,17,0,1,0,0,0,right,189,Defender - Centre-Back,23000
16,10,1,21,0,2,0,0,0,right,189,Defender - Centre-Back,23000
28,20,5,5,0,0,2,0,0,right,177,Midfielder - Attacking Midfield,675000
27,19,4,17,1,2,1,0,0,right,177,Midfielder - Attacking Midfield,810000
25,17,3,39,4,5,10,0,0,right,177,Midfielder - Attacking Midfield,1350000
19,11,2,41,5,4,5,0,0,right,177,Midfielder - Attacking Midfield,1350000
17,9,1,2,0,0,0,0,0,right,177,Midfielder - Attacking Midfield,1350000
24,19,9,27,1,3,2,0,0,right,185,Defender - Right-Back,450000
22,17,8,38,0,3,2,0,0,right,185,Defender - Right-Back,135000
21,16,7,33,2,1,3,0,0,right,185,Defender - Right-Back,225000
20,15,6,21,0,0,2,0,0,right,185,Defender - Right-Back,270000
19,14,5,13,0,0,1,0,0,right,185,Defender - Right-Back,68000
18,13,4,25,0,1,3,0,0,right,185,Defender - Right-Back,23000
16,11,3,32,3,0,3,0,0,right,185,Defender - Right-Back,23000
15,10,2,22,1,0,2,0,0,right,185,Defender - Right-Back,23000
18,16,3,31,0,3,3,0,0,right,184,Defender - Right-Back,68000
17,18,3,9,0,1,0,0,0,right,180,Forward - Right Winger,68000
16,17,2,4,0,0,0,0,0,right,180,Forward - Right Winger,68000
19,20,5,2,0,0,0,0,0,right,180,Forward - Centre-Forward,68000
18,19,4,9,4,0,0,0,0,right,180,Forward - Centre-Forward,68000
17,18,3,5,1,0,0,0,0,right,180,Forward - Centre-Forward,68000
16,17,2,8,6,0,0,0,0,right,180,Forward - Centre-Forward,68000
16,18,2,12,0,0,1,0,0,right,180,Midfielder - Central Midfield,68000
24,20,4,9,0,0,2,0,0,right,181,Defender - Right-Back,1080000
23,19,3,24,0,0,3,0,0,right,181,Defender - Right-Back,1350000
19,15,2,19,1,1,0,0,0,right,181,Defender - Right-Back,45000
17,13,1,27,3,0,0,0,0,right,181,Defender - Right-Back,1350000
20,19,6,28,5,6,0,0,0,right,170,Forward - Right Winger,270000
19,18,5,20,7,3,1,0,0,right,170,Forward - Right Winger,45000
16,15,4,30,6,3,0,0,0,right,170,Forward - Right Winger,45000
15,14,3,5,2,0,0,0,0,right,170,Forward - Right Winger,45000
19,20,2,3,0,0,1,0,0,right,178,Midfielder - Defensive Midfield,45000
18,19,1,16,1,0,2,0,0,right,178,Midfielder - Defensive Midfield,45000
16,18,3,13,0,0,0,0,0,right,187,Defender - Centre-Back,45000
15,17,2,7,0,0,1,0,0,right,187,Defender - Centre-Back,45000
17,18,3,8,0,0,0,0,0,left,185,Defender - Left-Back,45000
24,20,4,7,0,0,1,0,0,right,172,Defender - Right-Back,585000
22,18,3,38,3,8,4,1,0,right,172,Defender - Right-Back,248000
19,15,2,32,0,2,7,0,0,right,172,Defender - Right-Back,45000
17,17,1,17,1,0,0,0,0,left,184,Defender - Centre-Back,146500
21,19,3,17,6,0,0,0,1,left,178,Forward - Left Winger,360000
19,17,2,40,10,15,4,0,0,left,178,Forward - Left Winger,45000
18,16,1,0,0,0,0,0,0,left,178,Forward - Left Winger,360000
17,18,3,6,0,0,0,0,0,left,178,Midfielder,360000
27,20,6,6,2,1,0,1,0,right,180,Forward - Right Winger,653000
24,17,5,32,0,4,6,0,0,right,180,Forward - Right Winger,270000
22,15,4,5,2,0,1,0,0,right,180,Forward - Right Winger,210000
21,14,3,27,2,1,2,0,0,right,180,Forward - Right Winger,180000
18,11,2,12,2,1,1,0,0,right,180,Forward - Right Winger,180000
16,9,1,0,0,0,0,0,0,right,180,Forward - Right Winger,180000
24,13,5,32,0,2,5,0,0,right,185,Defender - Centre-Back,180000
21,10,4,28,3,0,4,0,0,right,185,Defender - Centre-Back,180000
19,8,3,1,0,0,0,0,0,right,185,Defender - Centre-Back,180000
22,20,5,9,2,3,2,0,0,right,178,Midfielder - Attacking Midfield,270000
18,16,4,26,6,5,5,0,1,right,178,Midfielder - Attacking Midfield,113000
17,14,3,25,10,1,12,0,0,right,178,Midfielder - Attacking Midfield,113000
15,13,2,24,3,1,4,0,0,right,178,Midfielder - Attacking Midfield,113000
17,20,3,1,0,0,0,0,0,right,178,Forward,113000
15,18,2,2,0,0,0,0,0,right,178,Forward,113000
20,18,3,17,0,0,0,0,0,left,180,Defender - Left-Back,180000
17,15,2,13,5,1,1,0,0,left,180,Defender - Left-Back,158000
16,14,1,13,0,0,0,0,0,left,180,Defender - Left-Back,180000
17,18,1,22,1,0,0,0,0,right,183,Defender - Centre-Back,180000
18,20,2,2,0,0,0,0,0,right,183,Forward - Centre-Forward,180000
17,19,1,12,1,0,0,0,0,right,183,Forward - Centre-Forward,180000
21,19,5,12,0,0,1,0,0,left,192,Defender - Centre-Back,720000
20,18,4,0,0,0,0,0,0,left,192,Defender - Centre-Back,720000
19,17,3,14,0,1,4,0,0,left,192,Defender - Centre-Back,1350000
17,19,1,10,3,0,0,0,0,right,185,Forward - Right Winger,1350000
25,12,3,30,2,0,0,0,0,left,183,Defender - Centre-Back,225000
18,19,1,1,0,0,0,0,0,left,183,Forward,225000
18,17,3,3,1,0,0,0,0,right,179,Defender - Centre-Back,225000
17,16,2,3,0,0,0,0,1,right,179,Defender - Centre-Back,225000
16,15,1,0,0,0,0,0,0,right,179,Defender - Centre-Back,225000
19,20,5,1,0,0,0,0,0,right,183,Defender - Centre-Back,225000
18,19,4,6,0,0,0,0,0,right,183,Defender - Centre-Back,225000
17,18,3,8,0,0,1,0,0,right,183,Defender - Centre-Back,225000
16,17,2,5,0,1,0,1,0,right,183,Defender - Centre-Back,225000
22,20,4,0,0,0,0,0,0,both,183,Forward - Right Winger,810000
21,19,3,29,3,3,0,0,0,both,183,Forward - Right Winger,180000
18,16,2,15,13,0,0,0,0,both,183,Forward - Right Winger,180000
17,15,1,3,0,0,1,0,0,both,183,Forward - Right Winger,180000
17,20,3,1,0,0,0,0,0,both,183,Midfielder - Central Midfield,180000
21,19,8,29,6,5,3,0,0,left,168,Forward - Left Winger,135000
20,18,7,27,5,1,1,0,0,left,168,Forward - Left Winger,90000
18,16,6,21,4,6,2,0,0,left,168,Forward - Left Winger,90000
17,15,5,25,4,7,4,0,0,left,168,Forward - Left Winger,90000
16,14,4,26,12,7,1,0,0,left,168,Forward - Left Winger,90000
15,13,3,3,0,0,0,0,0,left,168,Forward - Left Winger,90000
29,19,6,18,0,1,2,0,0,left,175,Defender - Left-Back,450000
28,18,5,3,0,0,0,0,0,left,175,Defender - Left-Back,607500
21,11,4,23,1,0,2,1,0,left,175,Defender - Left-Back,405000
20,10,3,38,0,2,5,0,1,left,175,Defender - Left-Back,60333.33333
19,9,2,4,0,0,0,0,0,left,175,Defender - Left-Back,45000
19,20,6,0,0,0,0,0,0,left,175,Forward - Left Winger,45000
17,18,5,22,1,1,0,0,0,left,175,Forward - Left Winger,45000
27,19,9,34,10,0,2,0,0,right,188,Forward - Centre-Forward,480000
26,18,8,18,5,0,2,0,0,right,188,Forward - Centre-Forward,630000
25,17,7,39,8,1,3,0,0,right,188,Forward - Centre-Forward,675000
24,16,6,8,3,0,1,0,0,right,188,Forward - Centre-Forward,585000
23,15,5,44,24,6,0,0,0,right,188,Forward - Centre-Forward,315000
22,14,4,38,15,4,1,0,0,right,188,Forward - Centre-Forward,135000
21,13,3,41,20,2,4,0,0,right,188,Forward - Centre-Forward,45000
19,11,2,7,2,0,0,0,0,right,188,Forward - Centre-Forward,45000
26,18,5,36,1,1,7,0,0,right,171,Midfielder - Central Midfield,360000
25,17,4,27,0,1,11,0,0,right,171,Midfielder - Central Midfield,270000
24,16,3,37,2,0,8,0,0,right,171,Midfielder - Central Midfield,270000
23,15,2,12,0,0,2,0,0,right,171,Midfielder - Central Midfield,270000
22,14,1,35,0,0,13,1,0,right,171,Midfielder - Central Midfield,270000
18,19,4,16,1,0,0,0,0,right,176,Midfielder - Attacking Midfield,270000
17,18,3,23,0,0,2,0,0,right,176,Midfielder - Attacking Midfield,270000
18,20,2,1,0,0,0,0,0,right,176,Defender - Right-Back,270000
16,18,1,14,0,0,2,0,0,right,176,Defender - Right-Back,270000
17,18,3,10,0,0,0,0,0,right,176,Forward - Right Winger,270000
27,19,3,29,1,2,2,0,0,right,188,Defender - Centre-Back,1130000
24,16,2,36,1,1,1,0,0,right,188,Defender - Centre-Back,810000
20,12,1,9,1,1,2,0,0,right,188,Defender - Centre-Back,1130000
16,19,3,12,0,0,0,0,0,right,188,Defender - Centre-Back,1130000
17,18,3,0,0,0,0,0,0,right,188,Defender,1130000
18,20,4,3,1,0,0,0,0,right,188,Forward - Right Winger,1130000
17,19,3,21,10,0,0,0,0,right,188,Forward - Right Winger,1130000
17,20,2,2,1,0,0,0,0,right,188,Forward,90000
16,19,1,1,0,0,0,0,0,right,188,Forward,90000
20,19,4,28,13,4,3,0,0,both,186,Forward - Centre-Forward,517500
19,18,3,32,8,9,1,0,0,both,186,Forward - Centre-Forward,180000
17,16,2,22,6,6,2,0,1,both,186,Forward - Centre-Forward,180000
16,15,1,27,14,7,1,0,0,both,186,Forward - Centre-Forward,180000
18,20,4,3,0,0,0,0,0,right,186,Midfielder - Central Midfield,180000
17,19,3,24,4,0,0,0,0,right,186,Midfielder - Central Midfield,180000
26,20,5,7,0,0,1,0,0,right,180,Midfielder - Defensive Midfield,4590000
23,17,4,37,1,1,4,0,0,right,180,Midfielder - Defensive Midfield,720000
21,15,3,23,1,0,5,0,0,right,180,Midfielder - Defensive Midfield,720000
18,12,1,2,0,0,0,0,0,right,180,Midfielder - Defensive Midfield,720000
23,20,7,2,0,0,1,0,0,left,180,Forward - Centre-Forward,113000
22,19,6,5,1,0,0,0,0,left,180,Forward - Centre-Forward,113000
19,16,3,4,0,0,0,0,0,left,180,Forward - Centre-Forward,113000
18,15,2,27,12,3,2,0,2,left,180,Forward - Centre-Forward,45000
17,14,1,11,2,0,0,0,0,left,180,Forward - Centre-Forward,113000
17,19,2,21,10,0,4,0,0,right,177,Midfielder - Central Midfield,113000
16,18,1,24,13,6,3,0,0,right,177,Midfielder - Central Midfield,113000
26,14,5,25,3,4,1,1,0,right,167,Forward - Second Striker,7200000
25,13,4,24,4,6,4,0,0,right,167,Forward - Second Striker,9900000
22,10,3,37,4,5,3,0,0,right,167,Forward - Second Striker,2250000
21,9,2,41,7,5,3,1,1,right,167,Forward - Second Striker,3150000
17,5,1,5,0,0,0,0,0,right,167,Forward - Second Striker,2250000
17,18,2,14,1,0,0,0,0,right,180,Midfielder - Attacking Midfield,2250000
16,17,1,26,13,0,0,0,0,right,180,Midfielder - Attacking Midfield,2250000
17,20,3,1,0,0,0,0,0,right,180,Forward - Second Striker,2250000
16,19,2,15,8,0,0,0,0,right,180,Forward - Second Striker,2250000
19,19,4,14,0,0,2,0,0,right,180,Forward - Centre-Forward,45000
18,18,3,1,0,0,0,0,0,right,180,Forward - Centre-Forward,45000
17,17,2,20,2,3,0,0,0,right,180,Forward - Centre-Forward,68000
16,16,1,21,3,1,0,0,0,right,180,Forward - Centre-Forward,68000
18,20,4,0,0,0,0,0,0,left,173,Forward - Right Winger,13500000
16,18,3,42,18,13,1,0,0,left,173,Forward - Right Winger,13500000
15,17,2,27,12,0,1,0,0,left,173,Forward - Right Winger,13500000
21,20,4,13,1,0,6,0,0,right,173,Midfielder - Central Midfield,13500000
20,19,3,1,0,0,0,0,0,right,173,Midfielder - Central Midfield,13500000
18,17,1,0,0,0,0,0,0,right,173,Midfielder - Central Midfield,13500000
17,20,2,4,0,0,2,0,0,right,173,Defender - Left-Back,13500000
16,19,1,15,1,2,0,0,0,right,173,Defender - Left-Back,13500000
18,20,2,6,0,1,1,0,0,right,173,Midfielder - Central Midfield,13500000
17,19,1,11,0,1,1,0,0,right,173,Midfielder - Central Midfield,13500000
18,20,3,3,0,1,0,0,0,right,184,Midfielder - Central Midfield,180000
17,19,2,13,2,3,4,1,0,right,184,Midfielder - Central Midfield,180000
16,18,1,17,1,0,4,0,0,right,184,Midfielder - Central Midfield,180000
18,20,4,3,1,0,1,1,0,right,184,Forward - Centre-Forward,180000
17,19,3,14,7,6,1,0,0,right,184,Forward - Centre-Forward,180000
16,18,2,20,6,2,1,0,0,right,184,Forward - Centre-Forward,180000
25,18,7,29,1,1,4,0,0,right,190,Defender - Centre-Back,900000
24,17,6,30,0,1,2,0,0,right,190,Defender - Centre-Back,630000
23,16,5,35,0,0,4,0,1,right,190,Defender - Centre-Back,810000
19,12,4,39,0,1,2,0,0,right,190,Defender - Centre-Back,225000
18,11,3,18,2,0,3,0,0,right,190,Defender - Centre-Back,45000
17,10,2,27,5,0,3,0,0,right,190,Defender - Centre-Back,45000
16,9,1,2,0,0,1,0,0,right,190,Defender - Centre-Back,45000
20,20,4,4,0,0,0,0,0,right,188,Defender - Centre-Back,1350000
18,18,3,23,1,0,3,0,0,right,188,Defender - Centre-Back,1350000
19,20,4,1,0,0,1,0,0,right,187,Defender - Centre-Back,720000
17,18,3,31,2,0,6,0,0,right,187,Defender - Centre-Back,720000
16,17,2,28,2,0,0,0,0,right,187,Defender - Centre-Back,720000
17,19,1,13,2,1,1,0,0,right,182,Defender - Left-Back,720000
20,20,3,7,1,1,0,0,1,right,191,Defender - Centre-Back,270000
17,17,2,2,0,0,0,0,0,right,191,Defender - Centre-Back,270000
16,16,1,20,1,0,4,0,0,right,191,Defender - Centre-Back,270000
18,19,3,23,2,4,1,0,0,right,177,Midfielder - Right Midfield,270000
17,18,2,3,0,0,0,0,0,right,177,Midfielder - Right Midfield,270000
16,17,1,23,8,0,0,0,0,right,177,Midfielder - Right Midfield,270000
17,20,2,1,0,0,0,0,0,right,177,Midfielder - Defensive Midfield,270000
16,19,1,8,2,0,0,0,0,right,177,Midfielder - Defensive Midfield,270000
29,20,7,9,5,4,0,0,0,right,189,Forward - Centre-Forward,40500000
27,18,6,48,28,8,6,0,0,right,189,Forward - Centre-Forward,18000000
26,17,5,32,11,4,1,0,0,right,189,Forward - Centre-Forward,7650000
24,15,4,27,8,4,5,0,0,right,189,Forward - Centre-Forward,6750000
22,13,3,24,8,2,2,0,0,right,189,Forward - Centre-Forward,2700000
20,11,2,24,10,1,4,0,0,right,189,Forward - Centre-Forward,135000
17,8,1,0,0,0,0,0,0,right,189,Forward - Centre-Forward,2700000
20,20,1,6,0,0,0,0,0,right,179,Forward - Left Winger,495000
18,20,3,3,0,0,1,0,1,right,179,Defender - Centre-Back,270000
17,19,2,14,2,2,3,0,0,right,179,Defender - Centre-Back,270000
16,18,1,19,0,0,4,0,1,right,179,Defender - Centre-Back,270000
17,19,1,12,0,0,2,0,0,left,179,Defender - Centre-Back,270000
17,18,3,30,2,0,0,0,0,right,175,Midfielder - Central Midfield,270000
16,17,2,28,5,0,4,0,0,right,175,Midfielder - Central Midfield,270000
19,20,3,9,0,1,0,0,0,right,180,Defender - Right-Back,135000
18,19,2,22,0,3,0,0,0,right,180,Defender - Right-Back,135000
17,18,1,3,0,0,0,0,0,right,180,Defender - Right-Back,135000
24,16,1,11,0,0,0,0,0,right,180,Midfielder,135000
