,name,age,date,mv
799,david-alaba,15,7,180000
800,david-alaba,15,7,180000
801,david-alaba,10,2,180000
802,fiete-arp,20,20,1800000
803,fiete-arp,19,19,3600000
804,fiete-arp,17,17,270000
805,fiete-arp,15,15,270000
806,fiete-arp,10,10,270000
807,ivan-perisic,31,20,15750000
808,ivan-perisic,30,19,27000000
809,ivan-perisic,26,15,11700000
810,ivan-perisic,24,13,6300000
811,ivan-perisic,22,11,5400000
812,ivan-perisic,20,9,900000
813,ivan-perisic,20,9,540000
814,ivan-perisic,20,9,90000
815,ivan-perisic,19,8,293000
816,ivan-perisic,17,6,293000
817,ivan-perisic,15,4,293000
818,javi-martinez,24,12,27000000
819,javi-martinez,18,6,27000000
820,javi-martinez,17,5,27000000
821,jerome-boateng,23,11,13500000
822,jerome-boateng,22,10,13500000
823,jerome-boateng,19,7,675000
824,jerome-boateng,19,7,158000
825,jerome-boateng,18,6,158000
826,jerome-boateng,17,5,158000
827,jerome-boateng,15,3,158000
828,jerome-boateng,14,2,158000
829,joshua-kimmich,20,15,4500000
830,joshua-kimmich,20,15,4500000
831,joshua-kimmich,18,13,4500000
832,joshua-kimmich,17,12,4500000
833,joshua-kimmich,15,10,4500000
834,joshua-kimmich,12,7,4500000
835,joshua-zirkzee,19,20,5670000
836,joshua-zirkzee,18,19,5670000
837,joshua-zirkzee,17,18,5670000
838,joshua-zirkzee,16,17,5670000
839,joshua-zirkzee,15,16,5670000
840,joshua-zirkzee,12,13,5670000
841,kingsley-coman,21,17,18000000
842,kingsley-coman,21,17,18000000
843,kingsley-coman,19,15,3150000
844,kingsley-coman,18,14,675000
845,kingsley-coman,17,13,675000
846,kingsley-coman,17,13,675000
847,kingsley-coman,15,11,675000
848,leon-goretzka,23,18,36000000
849,leon-goretzka,18,13,4050000
850,leon-goretzka,17,12,4050000
851,leon-goretzka,16,11,4050000
852,leon-goretzka,15,10,4050000
853,leon-goretzka,6,1,4050000
854,lucas-hernandez,23,19,63000000
855,lucas-hernandez,19,15,63000000
856,lucas-hernandez,18,14,63000000
857,lucas-hernandez,16,12,63000000
858,lucas-hernandez,15,11,63000000
859,lucas-hernandez,11,7,63000000
860,lars-lukas-mai,21,21,1620000
861,lars-lukas-mai,20,20,1620000
862,lars-lukas-mai,19,19,540000
863,lars-lukas-mai,18,18,540000
864,lars-lukas-mai,17,17,540000
865,lars-lukas-mai,15,15,540000
866,lars-lukas-mai,14,14,540000
867,manuel-neuer,25,11,25200000
868,manuel-neuer,19,5,68000
869,manuel-neuer,17,3,68000
870,manuel-neuer,15,1,68000
871,niklas-sule,22,17,22500000
872,niklas-sule,18,13,270000
873,niklas-sule,17,12,270000
874,niklas-sule,16,11,270000
875,niklas-sule,15,10,270000
876,niklas-sule,15,10,270000
877,niklas-sule,14,9,270000
878,niklas-sule,11,6,270000
879,kwasi-okyere-wriedt,26,20,720000
880,kwasi-okyere-wriedt,23,17,405000
881,kwasi-okyere-wriedt,22,16,135000
882,kwasi-okyere-wriedt,21,15,68000
883,kwasi-okyere-wriedt,19,13,68000
884,kwasi-okyere-wriedt,17,11,68000
885,kwasi-okyere-wriedt,15,9,68000
886,kwasi-okyere-wriedt,14,8,68000
887,oliver-batista-meier,20,21,1350000
888,oliver-batista-meier,19,20,1350000
889,oliver-batista-meier,18,19,1350000
890,oliver-batista-meier,16,17,1350000
891,oliver-batista-meier,15,16,1350000
892,oliver-batista-meier,15,16,1350000
893,philippe-coutinho,28,20,50400000
894,philippe-coutinho,27,19,81000000
895,philippe-coutinho,26,18,81000000
896,philippe-coutinho,21,13,8100000
897,philippe-coutinho,20,12,6300000
898,philippe-coutinho,20,12,7200000
899,philippe-coutinho,18,10,2250000
900,philippe-coutinho,16,8,2250000
901,philippe-coutinho,16,8,2250000
902,robert-lewandowski,26,14,45000000
903,robert-lewandowski,22,10,4050000
904,robert-lewandowski,20,8,450000
905,robert-lewandowski,18,6,450000
906,robert-lewandowski,17,5,450000
907,sarpreet-singh,22,21,1350000
908,sarpreet-singh,21,20,1350000
909,sarpreet-singh,20,19,675000
910,sarpreet-singh,18,17,180000
911,sarpreet-singh,16,15,675000
912,serge-gnabry,23,18,18000000
913,serge-gnabry,22,17,13500000
914,serge-gnabry,22,17,13500000
915,serge-gnabry,21,16,2250000
916,serge-gnabry,21,16,3150000
917,serge-gnabry,20,15,3150000
918,serge-gnabry,18,13,3150000
919,serge-gnabry,16,11,3150000
920,serge-gnabry,15,10,3150000
921,serge-gnabry,10,5,3150000
922,serge-gnabry,8,3,3150000
923,sven-ulreich,32,20,2700000
924,sven-ulreich,27,15,3150000
925,sven-ulreich,20,8,90000
926,sven-ulreich,19,7,45000
927,sven-ulreich,17,5,45000
928,sven-ulreich,15,3,45000
929,sven-ulreich,10,98,45000
930,sven-ulreich,6,94,45000
931,thiago,29,20,43200000
932,thiago,22,13,19800000
933,thiago,20,11,4500000
934,thiago,17,8,90000
935,thiago,16,7,675000
936,thiago,15,6,675000
937,thomas-muller,20,9,675000
938,thomas-muller,19,8,675000
939,thomas-muller,17,6,675000
940,thomas-muller,15,4,675000
941,thomas-muller,11,0,675000
942,adam-bodzek,26,11,720000
943,adam-bodzek,20,5,720000
944,adam-bodzek,18,3,720000
945,alfredo-morales,28,18,900000
946,alfredo-morales,23,13,450000
947,alfredo-morales,21,11,135000
948,alfredo-morales,19,9,45000
949,alfredo-morales,17,7,135000
950,andre-hoffmann,24,17,450000
951,andre-hoffmann,24,17,450000
952,andre-hoffmann,24,17,900000
953,andre-hoffmann,20,13,720000
954,andre-hoffmann,17,10,720000
955,andre-hoffmann,16,9,720000
956,andre-hoffmann,15,8,720000
957,aymen-barkok,22,20,1170000
958,aymen-barkok,20,18,1800000
959,aymen-barkok,18,16,90000
960,aymen-barkok,17,15,90000
961,aymen-barkok,15,13,90000
962,aymen-barkok,13,11,90000
963,aymen-barkok,11,9,90000
964,bernard-tekpetey,25,22,1440000
965,bernard-tekpetey,23,20,1440000
966,bernard-tekpetey,23,20,1440000
967,bernard-tekpetey,22,19,2250000
968,bernard-tekpetey,22,19,2250000
969,bernard-tekpetey,21,18,360000
970,bernard-tekpetey,21,17,270000
971,bernard-tekpetey,20,17,270000
972,bernard-tekpetey,19,16,90000
973,bernard-tekpetey,19,16,90000
974,dawid-kownacki,23,20,6750000
975,dawid-kownacki,23,19,6750000
976,dawid-kownacki,22,19,5850000
977,dawid-kownacki,20,17,3150000
978,dawid-kownacki,16,13,90000
979,dawid-kownacki,15,12,3150000
980,diego-contento,30,20,428000
981,diego-contento,28,18,1350000
982,diego-contento,24,14,1800000
983,diego-contento,20,10,180000
984,diego-contento,19,9,180000
985,diego-contento,17,7,180000
986,diego-contento,15,5,180000
987,erik-thommy,26,20,4050000
988,erik-thommy,25,19,2700000
989,erik-thommy,24,18,675000
990,erik-thommy,23,17,585000
991,erik-thommy,22,16,225000
992,erik-thommy,22,16,270000
993,erik-thommy,21,15,270000
994,erik-thommy,20,14,68000
995,erik-thommy,19,13,23000
996,erik-thommy,17,11,23000
997,erik-thommy,16,10,23000
998,erik-thommy,15,9,23000
999,erik-thommy,8,2,23000
1000,jannick-theissen,22,20,90000
1001,jannick-theissen,22,20,113000
1002,jannick-theissen,21,19,90000
1003,jannick-theissen,21,19,90000
1004,jannick-theissen,20,18,23000
1005,jannick-theissen,19,17,45000
1006,jannick-theissen,17,15,45000
1007,jannick-theissen,15,13,45000
1008,jannick-theissen,13,11,45000
1009,jean-zimmer,24,18,1130000
1010,jean-zimmer,24,18,1130000
1011,jean-zimmer,23,17,1130000
1012,jean-zimmer,22,16,1800000
1013,jean-zimmer,19,13,90000
1014,jean-zimmer,18,12,90000
1015,jean-zimmer,16,10,90000
1016,jean-zimmer,15,9,90000
1017,kaan-ayhan,25,20,6300000
1018,kaan-ayhan,21,16,1800000
1019,kaan-ayhan,21,16,3150000
1020,kaan-ayhan,21,16,4500000
1021,kaan-ayhan,18,13,4500000
1022,kaan-ayhan,16,11,4500000
1023,kaan-ayhan,14,9,4500000
1024,kasim-adams,25,20,2880000
1025,kasim-adams,24,19,6300000
1026,kasim-adams,23,18,7650000
1027,kasim-adams,22,17,720000
1028,kasim-adams,22,17,720000
1029,kasim-adams,21,16,360000
1030,kasim-adams,20,15,540000
1031,kasim-adams,19,14,540000
1032,kasim-adams,18,13,540000
1033,kelvin-ofori,18,19,540000
1034,kelvin-ofori,10,11,540000
1035,kenan-karaman,24,18,1350000
1036,kenan-karaman,20,14,90000
1037,kenan-karaman,19,13,23000
1038,kenan-karaman,18,12,23000
1039,kenan-karaman,17,11,23000
1040,kenan-karaman,15,9,23000
1041,kevin-stoger,27,20,5400000
1042,kevin-stoger,27,20,3600000
1043,kevin-stoger,25,18,1800000
1044,kevin-stoger,23,16,810000
1045,kevin-stoger,22,15,900000
1046,kevin-stoger,22,15,900000
1047,kevin-stoger,20,13,360000
1048,kevin-stoger,19,12,360000
1049,kevin-stoger,18,11,90000
1050,kevin-stoger,17,10,90000
1051,kevin-stoger,16,9,90000
1052,kevin-stoger,14,7,90000
1053,marcel-sobottka,21,15,225000
1054,marcel-sobottka,20,14,90000
1055,marcel-sobottka,19,13,90000
1056,marcel-sobottka,18,12,90000
1057,marcel-sobottka,17,11,90000
1058,marcel-sobottka,16,10,90000
1059,marcel-sobottka,15,9,90000
1060,marcel-sobottka,6,0,90000
1061,markus-suttner,33,20,720000
1062,markus-suttner,32,19,1350000
1063,markus-suttner,32,19,1350000
1064,markus-suttner,32,19,1800000
1065,markus-suttner,30,17,1800000
1066,markus-suttner,28,15,900000
1067,markus-suttner,20,7,135000
1068,markus-suttner,17,4,135000
1069,markus-suttner,16,3,135000
1070,markus-suttner,15,2,135000
1071,markus-suttner,14,1,135000
1072,mathias-jorgensen,20,19,900000
1073,mathias-jorgensen,19,19,90000
1074,mathias-jorgensen,19,19,90000
1075,mathias-jorgensen,18,18,90000
1076,mathias-jorgensen,17,17,90000
1077,mathias-jorgensen,17,17,90000
1078,matthias-zimmermann,26,18,900000
1079,matthias-zimmermann,24,16,248000
1080,matthias-zimmermann,23,15,180000
1081,matthias-zimmermann,22,14,540000
1082,matthias-zimmermann,22,14,540000
1083,matthias-zimmermann,21,13,450000
1084,matthias-zimmermann,21,13,450000
1085,matthias-zimmermann,21,13,450000
1086,matthias-zimmermann,19,11,1580000
1087,matthias-zimmermann,18,10,113000
1088,matthias-zimmermann,17,9,113000
1089,matthias-zimmermann,16,8,113000
1090,matthias-zimmermann,10,2,113000
1091,michael-rensing,36,20,270000
1092,michael-rensing,29,13,900000
1093,michael-rensing,28,12,1580000
1094,michael-rensing,27,10,1350000
1095,michael-rensing,26,10,1350000
1096,michael-rensing,19,3,1350000
1097,michael-rensing,18,2,1350000
1098,michael-rensing,17,1,1350000
1099,nana-ampomah,26,22,1170000
1100,nana-ampomah,24,20,1170000
1101,nana-ampomah,23,19,2250000
1102,nana-ampomah,20,16,1170000
1103,niko-giesselmann,29,20,2520000
1104,niko-giesselmann,26,17,810000
1105,niko-giesselmann,22,13,135000
1106,niko-giesselmann,21,12,135000
1107,niko-giesselmann,19,10,135000
1108,niko-giesselmann,17,8,135000
1109,niko-giesselmann,16,7,135000
1110,niko-giesselmann,15,6,135000
1111,oliver-fink,38,20,225000
1112,oliver-fink,27,9,405000
1113,oliver-fink,25,7,405000
1114,oliver-fink,23,5,158000
1115,oliver-fink,22,4,158000
1116,oliver-fink,20,2,158000
1117,oliver-fink,19,1,158000
1118,oliver-fink,17,99,158000
1119,oliver-fink,16,98,158000
1120,oliver-fink,15,97,158000
1121,raphael-wolf,29,17,270000
1122,raphael-wolf,24,12,900000
1123,raphael-wolf,21,9,90000
1124,raphael-wolf,19,7,90000
1125,raphael-wolf,17,5,90000
1126,raphael-wolf,16,4,90000
1127,raphael-wolf,15,3,90000
1128,robin-bormuth,25,20,1080000
1129,robin-bormuth,21,16,90000
1130,robin-bormuth,19,14,90000
1131,robin-bormuth,18,13,90000
1132,robin-bormuth,17,12,90000
1133,rouwen-hennings,30,17,1350000
1134,rouwen-hennings,30,17,1350000
1135,rouwen-hennings,29,16,1800000
1136,rouwen-hennings,28,15,1350000
1137,rouwen-hennings,25,12,450000
1138,rouwen-hennings,25,12,450000
1139,rouwen-hennings,25,12,675000
1140,rouwen-hennings,22,9,450000
1141,rouwen-hennings,22,9,450000
1142,rouwen-hennings,21,8,900000
1143,rouwen-hennings,21,8,900000
1144,rouwen-hennings,20,7,270000
1145,rouwen-hennings,19,6,45000
1146,rouwen-hennings,18,5,45000
1147,rouwen-hennings,17,4,45000
1148,rouwen-hennings,15,2,45000
1149,rouwen-hennings,14,1,45000
1150,steven-skrzybski,27,20,1440000
1151,steven-skrzybski,27,20,2430000
1152,steven-skrzybski,25,18,3150000
1153,steven-skrzybski,18,11,90000
1154,steven-skrzybski,16,9,90000
1155,steven-skrzybski,14,7,90000
1156,steven-skrzybski,7,0,90000
1157,thomas-pledl,25,19,900000
1158,thomas-pledl,23,17,720000
1159,thomas-pledl,22,16,720000
1160,thomas-pledl,21,15,540000
1161,thomas-pledl,18,12,180000
1162,thomas-pledl,17,11,180000
1163,thomas-pledl,15,9,180000
1164,valon-berisha,27,20,3600000
1165,valon-berisha,27,20,3600000
1166,valon-berisha,27,20,4500000
1167,valon-berisha,25,18,9000000
1168,valon-berisha,19,12,900000
1169,valon-berisha,16,9,9000000
1170,zack-steffen,25,20,5400000
1171,zack-steffen,24,19,4500000
1172,zack-steffen,24,19,4500000
1173,zack-steffen,22,16,90000
1174,zack-steffen,21,16,90000
1175,zack-steffen,21,16,90000
1176,zack-steffen,21,16,45000
1177,zack-steffen,20,15,45000
1178,zack-steffen,18,13,45000
1179,zack-steffen,17,12,45000
1180,zack-steffen,13,8,45000
1181,abdulkerim-cakar,19,20,45000
1182,abdulkerim-cakar,17,18,45000
1183,abdulkerim-cakar,16,17,45000
1184,ali-loune,17,19,45000
1185,ali-loune,15,17,45000
1186,ali-loune,14,16,45000
1187,almamy-toure,23,19,7200000
1188,almamy-toure,19,15,135000
1189,almamy-toure,18,14,135000
1190,almamy-toure,16,12,135000
1191,amar-dzevlan,17,20,135000
1192,amar-dzevlan,16,19,135000
1193,amar-dzevlan,15,18,135000
1194,andre-silva,24,20,21600000
1195,andre-silva,24,20,21600000
1196,andre-silva,23,19,19800000
1197,andre-silva,23,19,19800000
1198,andre-silva,22,18,19800000
1199,andre-silva,21,17,19800000
1200,andre-silva,20,16,1800000
1201,andre-silva,17,13,1800000
1202,andre-silva,16,12,1800000
1203,andre-silva,15,11,1800000
1204,bas-dost,30,19,15300000
1205,bas-dost,27,16,6750000
1206,bas-dost,23,12,7200000
1207,bas-dost,21,10,1350000
1208,bas-dost,19,8,1350000
1209,bas-dost,18,7,1350000
1210,daichi-kamada,23,19,4050000
1211,daichi-kamada,22,18,900000
1212,daichi-kamada,21,17,675000
1213,daichi-kamada,19,15,900000
1214,danny-da-costa,24,17,900000
1215,danny-da-costa,23,16,900000
1216,danny-da-costa,21,14,900000
1217,danny-da-costa,21,14,900000
1218,danny-da-costa,19,12,900000
1219,danny-da-costa,18,11,180000
1220,danny-da-costa,17,10,180000
1221,danny-da-costa,15,8,180000
1222,danny-da-costa,8,1,180000
1223,david-abraham,29,15,1800000
1224,david-abraham,27,13,2700000
1225,david-abraham,26,12,3150000
1226,david-abraham,22,8,540000
1227,david-abraham,22,8,540000
1228,david-abraham,21,7,540000
1229,david-siebert,19,20,540000
1230,david-siebert,17,18,540000
1231,david-siebert,15,16,540000
1232,david-siebert,14,15,540000
1233,djibril-sow,22,19,8100000
1234,djibril-sow,20,17,900000
1235,djibril-sow,19,16,900000
1236,djibril-sow,18,15,1130000
1237,djibril-sow,17,14,1130000
1238,djibril-sow,16,13,1130000
1239,dominik-kohr,25,19,3600000
1240,dominik-kohr,23,17,3150000
1241,dominik-kohr,21,15,2250000
1242,dominik-kohr,21,15,1800000
1243,dominik-kohr,20,14,450000
1244,dominik-kohr,18,12,180000
1245,dominik-kohr,17,11,180000
1246,dominik-kohr,15,9,180000
1247,elias-bordner,17,19,180000
1248,elias-bordner,16,18,180000
1249,elias-bordner,15,17,180000
1250,elias-bordner,14,16,180000
1251,elias-bordner,11,13,180000
1252,erik-durm,27,19,1800000
1253,erik-durm,26,18,900000
1254,erik-durm,21,13,180000
1255,erik-durm,20,12,180000
1256,erik-durm,19,11,180000
1257,erik-durm,18,10,180000
1258,erik-durm,17,9,180000
1259,erik-durm,15,7,180000
1260,evan-ndicka,19,18,360000
1261,evan-ndicka,18,17,360000
1262,evan-ndicka,17,16,360000
1263,felix-wiedwald,30,20,428000
1264,felix-wiedwald,29,19,540000
1265,felix-wiedwald,29,19,540000
1266,felix-wiedwald,28,18,1800000
1267,felix-wiedwald,27,17,1800000
1268,felix-wiedwald,25,15,1350000
1269,felix-wiedwald,23,13,1130000
1270,felix-wiedwald,21,11,315000
1271,felix-wiedwald,20,10,180000
1272,felix-wiedwald,19,9,180000
1273,felix-wiedwald,17,7,180000
1274,felix-wiedwald,15,5,180000
1275,felix-wiedwald,9,99,180000
1276,filip-kostic,27,19,19800000
1277,filip-kostic,27,19,19800000
1278,filip-kostic,26,18,5400000
1279,filip-kostic,24,16,9000000
1280,filip-kostic,22,14,2250000
1281,filip-kostic,20,12,1130000
1282,filip-kostic,18,10,2250000
1283,frederik-ronnow,29,21,2160000
1284,frederik-ronnow,28,20,2160000
1285,frederik-ronnow,26,18,2700000
1286,frederik-ronnow,23,15,450000
1287,frederik-ronnow,22,14,675000
1288,frederik-ronnow,21,13,675000
1289,frederik-ronnow,18,10,675000
1290,fynn-otto,18,20,675000
1291,fynn-otto,17,19,675000
1292,fynn-otto,15,17,675000
1293,gelson-fernandes,34,20,900000
1294,gelson-fernandes,31,17,2250000
1295,gelson-fernandes,28,14,2700000
1296,gelson-fernandes,27,13,2700000
1297,gelson-fernandes,27,13,2700000
1298,gelson-fernandes,27,13,3150000
1299,gelson-fernandes,26,12,3150000
1300,gelson-fernandes,26,12,3150000
1301,gelson-fernandes,26,12,3150000
1302,gelson-fernandes,26,11,3150000
1303,gelson-fernandes,25,11,3150000
1304,gelson-fernandes,25,11,3780000
1305,gelson-fernandes,24,10,4320000
1306,gelson-fernandes,23,9,4950000
1307,gelson-fernandes,21,7,900000
1308,gelson-fernandes,18,4,900000
1309,gelson-fernandes,17,3,900000
1310,giulio-girelli,18,20,900000
1311,giulio-girelli,17,19,900000
1312,giulio-girelli,16,18,900000
1313,goncalo-paciencia,27,21,9000000
1314,goncalo-paciencia,26,20,10800000
1315,goncalo-paciencia,24,18,2700000
1316,goncalo-paciencia,24,18,720000
1317,goncalo-paciencia,23,17,720000
1318,goncalo-paciencia,23,17,720000
1319,goncalo-paciencia,23,17,900000
1320,goncalo-paciencia,23,16,900000
1321,goncalo-paciencia,22,16,1350000
1322,goncalo-paciencia,22,16,1350000
1323,goncalo-paciencia,22,16,1350000
1324,goncalo-paciencia,21,15,900000
1325,goncalo-paciencia,19,13,900000
1326,goncalo-paciencia,17,11,900000
1327,goncalo-paciencia,16,10,900000
1328,goncalo-paciencia,15,9,900000
1329,goncalo-paciencia,13,7,900000
1330,huseyin-bakirsu,17,19,900000
1331,huseyin-bakirsu,16,18,900000
1332,huseyin-bakirsu,15,17,900000
1333,huseyin-bakirsu,14,16,900000
1334,huseyin-bakirsu,12,14,900000
1335,jabez-makanda,19,20,900000
1336,jabez-makanda,17,18,900000
1337,jabez-makanda,16,17,900000
1338,jabez-makanda,15,16,900000
1339,jacob-engel,19,20,900000
1340,jacob-engel,17,18,900000
1341,jacob-engel,16,17,900000
1342,jacob-engel,15,16,900000
1343,jan-zimmermann,20,7,900000
1344,jan-zimmermann,20,7,900000
1345,jan-zimmermann,19,6,900000
1346,jip-molenaar,19,20,900000
1347,jip-molenaar,18,19,900000
1348,jip-molenaar,17,18,900000
1349,jip-molenaar,16,17,900000
1350,jonathan-de-guzman,33,20,1080000
1351,jonathan-de-guzman,33,20,1080000
1352,jonathan-de-guzman,30,17,1800000
1353,jonathan-de-guzman,30,17,1800000
1354,jonathan-de-guzman,29,16,2700000
1355,jonathan-de-guzman,29,16,3600000
1356,jonathan-de-guzman,29,16,3600000
1357,jonathan-de-guzman,27,14,9000000
1358,jonathan-de-guzman,27,14,8100000
1359,jonathan-de-guzman,25,12,5400000
1360,jonathan-de-guzman,24,11,4500000
1361,jonathan-de-guzman,23,10,5850000
1362,jonathan-de-guzman,18,5,5850000
1363,jonathan-de-guzman,17,4,5850000
1364,jonathan-de-guzman,15,2,5850000
1365,kevin-trapp,29,19,9000000
1366,kevin-trapp,29,19,9000000
1367,kevin-trapp,28,18,7200000
1368,kevin-trapp,25,15,7200000
1369,kevin-trapp,22,12,2700000
1370,kevin-trapp,18,8,2700000
1371,kevin-trapp,17,7,2700000
1372,kevin-trapp,15,5,2700000
1373,kevin-trapp,14,4,2700000
1374,kevin-trapp,13,3,2700000
1375,kevin-trapp,10,0,2700000
1376,lucas-torro,26,20,2160000
1377,lucas-torro,24,18,720000
1378,lucas-torro,24,18,720000
1379,lucas-torro,23,17,630000
1380,lucas-torro,23,17,630000
1381,lucas-torro,22,16,270000
1382,lucas-torro,19,13,270000
1383,lucas-torro,18,12,270000
1384,lucas-torro,16,10,270000
1385,lukas-fahrnberger,19,20,270000
1386,lukas-fahrnberger,18,19,270000
1387,lukas-fahrnberger,16,17,270000
1388,lukas-fahrnberger,15,16,270000
1389,lukas-fahrnberger,14,15,270000
1390,makoto-hasebe,30,14,2250000
1391,makoto-hasebe,29,13,2700000
1392,makoto-hasebe,24,8,1350000
1393,makoto-hasebe,18,2,2700000
1394,marco-russu,25,20,45000
1395,marco-russu,24,19,45000
1396,marco-russu,23,18,68000
1397,marco-russu,23,18,68000
1398,marco-russu,23,18,68000
1399,marco-russu,22,17,90000
1400,marco-russu,22,17,90000
1401,marco-russu,22,17,90000
1402,marco-russu,22,17,113000
1403,marco-russu,22,17,113000
1404,marco-russu,21,16,90000
1405,marco-russu,21,16,90000
1406,marco-russu,20,15,45000
1407,marco-russu,20,15,45000
1408,marco-russu,19,14,68000
1409,marco-russu,17,12,45000
1410,marijan-cavar,21,19,360000
1411,marijan-cavar,20,18,360000
1412,marijan-cavar,20,18,45000
1413,marijan-cavar,19,17,45000
1414,marijan-cavar,16,14,45000
1415,mario-miltner,28,19,23000
1416,mario-miltner,28,19,23000
1417,mario-miltner,27,18,68000
1418,mario-miltner,25,16,23000
1419,mario-miltner,25,16,23000
1420,mario-miltner,24,15,45000
1421,mario-miltner,23,14,45000
1422,mario-miltner,23,14,45000
1423,mario-miltner,22,13,68000
1424,mario-miltner,22,13,68000
1425,mario-miltner,21,12,68000
1426,mario-miltner,20,11,23000
